des,orbit_id,jd,cd,dist,dist_min,dist_max,v_rel,v_inf,t_sigma_f,h,estimated_diameter_min_km,estimated_diameter_max_km,miss_distance_km,is_potentially_hazardous
2020 RV2,14,2454393.085875205,2007-Oct-19 14:04,0.0429803499952501,0.0337285799711475,0.0527834981980458,3.65326337974448,3.63625458288349,9_22:53,25.5,0.0211132445,0.0472106499,7574412.770298501,False
2007 TS24,13,2454393.169026306,2007-Oct-19 16:03,0.031732130324468,0.0316734827126738,0.0317907776118807,10.6802900172972,10.6724251750525,< 00:01,23.3,0.058150704,0.130028927,35670008.96584572,False
2007 TX68,8,2454393.233691413,2007-Oct-19 17:37,0.0210989321520681,0.0209429834651606,0.021254874594469,9.54490326661372,9.5316634594117,00:01,26.8,0.0116025908,0.0259441818,3156355.316394414,False
2007 TG71,7,2454393.729698595,2007-Oct-20 05:31,0.0485437766905119,0.0453984673316729,0.0517012117260767,6.58616441664782,6.57782527678909,13:54,26.4,0.0139493823,0.0311917671,7262045.596075629,False
2007 UW1,11,2454395.532198387,2007-Oct-22 00:46,0.0345514360169245,0.0345499830035914,0.0345528890296567,5.24718619151913,5.23246885355432,< 00:01,22.7,0.0766575574,0.1714115092,27624428.802908957,False
2007 TN74,8,2454396.038522507,2007-Oct-22 12:55,0.048712307742723,0.0473218046301207,0.0501027020327128,8.82735024331499,8.82115161204473,00:06,25.6,0.0201629919,0.0450858206,54736309.392846815,False
2007 UT3,10,2454397.754477502,2007-Oct-24 06:06,0.0137018980902603,0.0135860700581569,0.0138177159483175,8.6558107890632,8.63331565587453,< 00:01,25.9,0.0175612318,0.0392681082,67345593.34171034,False
2007 TS19,32,2454397.853015603,2007-Oct-24 08:28,0.045761792848997,0.0457615786306776,0.0457620070673177,15.9810841733383,15.9774403895379,< 00:01,20.71,0.191670368,0.428587972,9697397.417520834,True
2007 UP6,19,2454398.1589784,2007-Oct-24 15:49,0.0395973408736194,0.0395964370082565,0.0395982447388562,5.3604633447566,5.34789571420612,< 00:01,23.0,0.0667659413,0.1492931834,54210021.18398815,False
2007 UU3,11,2454398.570508136,2007-Oct-25 01:42,0.0498711687276808,0.0491176793733796,0.0506246350546216,10.2856326863018,10.2804370169744,< 00:01,23.8,0.046190746,0.1032856481,7460620.611930669,False
2007 VV7,9,2454399.154859794,2007-Oct-25 15:43,0.0294027830897156,0.0287620032019686,0.030043460792104,6.93742773240275,6.92435293736394,00:06,26.8,0.0116025908,0.0259441818,4398593.723831997,False
2007 VC3,10,2454399.388201157,2007-Oct-25 21:19,0.009910139921674,0.0098017998884412,0.0100184705755948,11.7968088324505,11.7739955297547,00:07,24.8,0.0291443905,0.0651688382,66281529.752349295,False
2007 UF6,9,2454400.855962462,2007-Oct-27 08:33,0.0192075607170752,0.0190134706325152,0.0194016400600864,9.75345096384514,9.73921788572914,00:01,25.8,0.0183888672,0.0411187571,2873410.168615709,False
2022 UW16,2,2454401.263486149,2007-Oct-27 18:19,0.0362203587286214,0.0007653698878834,0.217917624271772,10.4096171468811,10.4025479131082,8_22:49,28.9,0.004411182,0.0098637028,67958001.54373786,False
2022 UV15,8,2454401.368149539,2007-Oct-27 20:50,0.0134196519777536,0.0046238576583552,0.0224549431465946,11.7517056884823,11.7347980587734,14:57,26.0,0.0167708462,0.0375007522,1175207.401676481,False
2007 VJ3,11,2454401.979759591,2007-Oct-28 11:31,0.0122774492728706,0.0122133272852773,0.012341570198196,16.1108870676504,16.0974108992691,00:02,24.9,0.0278326768,0.0622357573,1836680.264312991,False
2007 VS6,7,2454402.482106475,2007-Oct-28 23:34,0.015579010358919,0.0154445879702871,0.0157134291853325,14.5975284624462,14.5858073845205,00:06,26.3,0.0146067964,0.0326617897,2330586.772547848,False
2007 UK40,15,2454402.580271139,2007-Oct-29 01:56,0.0325214363044051,0.0324051765815125,0.032637695376924,14.514182696001,14.5085367784659,< 00:01,23.4,0.0555334912,0.1241766613,46840161.85410285,False
2007 VL3,8,2454403.292079704,2007-Oct-29 19:01,0.0077137833190217,0.0076329624838368,0.0077945966317202,12.5259085912062,12.4983018888501,00:01,26.1,0.0160160338,0.0358129403,1153965.551321571,False
2007 US51,14,2454403.754043493,2007-Oct-30 06:06,0.0014949661404593,0.0014896151851023,0.0015003165436423,15.3136619764809,15.1968299833644,< 00:01,27.2,0.0096506147,0.0215794305,223643.744282207,False
2007 VY137,7,2454403.896552943,2007-Oct-30 09:31,0.0479939991465376,0.0472203470833178,0.0487676379416932,14.3018951701693,14.2980128551097,00:12,24.2,0.0384197891,0.0859092601,38458058.08120667,False
2007 UE6,7,2454404.375440655,2007-Oct-30 21:01,0.0451122714958848,0.0432029002089501,0.0470215727097195,17.1686883393516,17.1652478195483,06:27,24.05,0.0411675457,0.0920534307,6748699.727261705,False
2007 VG3,8,2454404.587278821,2007-Oct-31 02:06,0.0208786357809255,0.0207570996645543,0.0210001688956626,10.999541330922,10.9879331308112,< 00:01,24.6,0.0319561887,0.0714562102,203741215.5778868,False
2007 VZ2,7,2454404.677267046,2007-Oct-31 04:15,0.0218531502292844,0.0216675458821376,0.0220387519673104,16.8676827952859,16.8604528341036,< 00:01,24.7,0.0305179233,0.0682401509,74760718.09981874,False
2007 VD8,7,2454405.291545199,2007-Oct-31 19:00,0.0139107222376665,0.009438568320501,0.0183790481262499,11.2187512101882,11.2016648717066,13:24,27.91,0.0069591304,0.0155610887,2081014.411281714,False
2018 VD,4,2454405.808316067,2007-Nov-01 07:24,0.0349515329934426,0.0045790719845208,0.109484573779292,14.9469661812242,14.9418650418339,2_19:38,27.1,0.0101054342,0.0225964377,32503020.50212787,False
2007 VE8,13,2454406.107296458,2007-Nov-01 14:35,0.0477111075320843,0.0473524671965126,0.0480697386565128,8.04454919861438,8.03760409615883,< 00:01,25.4,0.022108281,0.0494356193,7137480.057341025,False
2020 TJ3,16,2454406.216950553,2007-Nov-01 17:12,0.0256046020830706,0.0255436396619548,0.0256655856282531,8.84292295649258,8.83114722901702,00:05,24.6,0.0319561887,0.0714562102,61854309.24939027,False
2007 WD5,19,2454406.406774557,2007-Nov-01 21:46,0.0476379443238079,0.047623356571109,0.0476525320637581,8.82359523463607,8.8172540580086,< 00:01,24.3,0.0366906138,0.0820427065,2060641.724551504,False
2007 VV6,16,2454406.578158133,2007-Nov-02 01:53,0.039675427335163,0.0395495575494751,0.0398012917747811,4.49528183232135,4.48031750215697,< 00:01,24.8,0.0291443905,0.0651688382,51916607.70192064,False
2007 VU83,11,2454408.125293398,2007-Nov-03 15:00,0.0280870185034045,0.0279669256090791,0.0282071091514356,9.35708196226325,9.34693813718384,< 00:01,25.3,0.0231502122,0.0517654482,4201758.142250595,False
2007 WM3,11,2454411.96711284,2007-Nov-07 11:13,0.0233032591168546,0.0233015672388303,0.023304950994655,11.5115792290583,11.5016423897114,< 00:01,23.1,0.063760979,0.1425738833,13587894.751555927,False
525484,32,2454413.209647989,2007-Nov-08 17:02,0.0294553346259817,0.0294551532547672,0.0294555159971995,13.4251819688781,13.4184423204865,< 00:01,21.3,,,,
2007 VX83,7,2454415.36283334,2007-Nov-10 20:42,0.0075958701061343,0.0075376747210707,0.0076540627325623,13.3403529607398,13.3140323385235,00:09,27.8,0.0073207399,0.016369672,13872803.79025242,False
2007 WT3,9,2454415.431041277,2007-Nov-10 22:21,0.0092393546588059,0.0091086825787514,0.009370022162164,20.2841153673928,20.2698931626582,00:06,24.2,0.0384197891,0.0859092601,242851122.21756247,False
2007 VV83,10,2454415.435876237,2007-Nov-10 22:28,0.0429243006594659,0.0425911445543636,0.0432574383098199,5.60423353030983,5.59314630907263,00:02,24.7,0.0305179233,0.0682401509,56826627.40038235,False
2007 VL184,11,2454415.523899049,2007-Nov-11 00:34,0.0402774999182643,0.0400564938288465,0.0404985046043311,15.135399520394,15.1310281391679,< 00:01,24.13,0.0396784754,0.0887237683,63920742.10196671,False
2012 YD7,12,2454415.537675522,2007-Nov-11 00:54,0.0441008664483915,0.0385494036410939,0.0498073472403191,7.37210081999818,7.36390078756489,02:26,24.3,0.0366906138,0.0820427065,74480218.89217433,False
2007 WZ4,13,2454415.549013264,2007-Nov-11 01:11,0.0247209174586399,0.0246334148101108,0.0248084158686248,5.61994763873257,5.60073626415201,< 00:01,24.3,0.0366906138,0.0820427065,22090944.198646966,False
2007 VA3,10,2454416.437948237,2007-Nov-11 22:31,0.0180334820575695,0.0179205799494271,0.0181463799647105,9.88558472105094,9.87062721855808,< 00:01,25.9,0.0175612318,0.0392681082,2697770.510843127,False
2007 UL12,31,2454416.545802558,2007-Nov-12 01:06,0.0471551373072585,0.0471549464403442,0.0471553281741808,28.1180928802793,28.1160832646403,< 00:01,21.29,0.1467421834,0.3281254972,4023640.650077842,True
2007 WP3,18,2454416.662397677,2007-Nov-12 03:54,0.0126765717581204,0.012665710316549,0.0126874331660026,13.362305383221,13.3465660983839,00:01,23.5,0.0530340723,0.1185877909,1404147.733344973,False
2007 VF184,7,2454416.920160521,2007-Nov-12 10:05,0.0280603272171666,0.0272621028635586,0.0288584859604644,11.3762884724877,11.3679386270145,< 00:01,25.4,0.022108281,0.0494356193,4197765.180623064,False
2007 WL3,7,2454416.950859825,2007-Nov-12 10:49,0.0471380353974599,0.0458215193079345,0.0484545362566814,23.1375225566865,23.1350794245687,00:02,24.2,0.0384197891,0.0859092601,7051749.691824598,False
2007 WC,8,2454417.189038662,2007-Nov-12 16:32,0.0384014460107369,0.0350418932957565,0.0417670308667201,6.46341659116013,6.45267264712411,09:32,25.8,0.0183888672,0.0411187571,5744774.52652002,False
2007 VD138,19,2454417.908626281,2007-Nov-13 09:48,0.0198182802439286,0.019818192272176,0.0198183682156858,8.18350238258357,8.1670570079382,< 00:01,24.54,0.0328514828,0.0734581487,247316950.49001747,False
2007 VR29,10,2454418.170419952,2007-Nov-13 16:05,0.0494584343668619,0.0486060071151279,0.0503108253247292,9.33884563593443,9.33307514195816,< 00:01,24.5,0.0334622374,0.0748238376,7398876.439774728,False
2007 WJ3,9,2454418.615358809,2007-Nov-14 02:46,0.0080581845234954,0.0080298671289214,0.0080865009796503,11.7683942131315,11.7402637224486,< 00:01,26.2,0.0152951935,0.0342010925,54726550.27107886,False
2007 VF189,7,2454418.639376117,2007-Nov-14 03:21,0.001563289938165,0.0015615610007594,0.0015650187861272,11.6118488453196,11.464127677817,< 00:01,28.3,0.0058150704,0.0130028927,2416277.345030855,False
2007 VE138,8,2454418.688674361,2007-Nov-14 04:32,0.0078249380017495,0.0078008673727235,0.0078490081849838,15.0970333601013,15.0744616420281,< 00:01,25.8,0.0183888672,0.0411187571,31625239.14252865,False
2007 WC5,7,2454419.261649208,2007-Nov-14 18:17,0.0189673917379324,0.0186378385022619,0.0192968833750792,7.71560793625713,7.69737956302044,00:38,27.3,0.0092162655,0.0206081961,69425500.9082715,False
2020 KO5,7,2454419.65087391,2007-Nov-15 03:37,0.0437130095927371,0.0436512859966623,0.0437753355936255,20.5206412415278,20.5176706553467,00:08,22.21,0.0960627415,0.2148028201,38024536.60359944,False
2007 VB138,7,2454420.006892364,2007-Nov-15 12:10,0.0382090569142438,0.0379494874514633,0.0384686213376023,9.86413751532311,9.85706550916829,00:01,26.1,0.0160160338,0.0358129403,29275155.922854543,False
2007 VB188,7,2454421.180476461,2007-Nov-16 16:20,0.0469505149688979,0.0462759430793275,0.0476250275018942,6.00051019313594,5.99104506540062,04:29,26.3,0.0146067964,0.0326617897,21007225.573457677,False
2014 WY4,6,2454424.447377715,2007-Nov-19 22:44,0.0466381355574432,0.0466366185501124,0.0466396526333361,9.01217165473393,9.00583011749915,< 00:01,24.0,0.0421264611,0.0941976306,37590657.1382893,False
2013 WM,11,2454425.383326611,2007-Nov-20 21:12,0.0380745838180559,0.0037835700583273,0.269066800397989,36.5374715705396,36.5355562119887,9_22:38,23.95,0.0431077124,0.0963917753,5695876.637616506,False
2022 UD72,2,2454425.415397811,2007-Nov-20 21:58,0.0132411965535652,0.0090530596421168,0.0230901502553547,5.3437781371698,5.30598829857662,1_08:17,26.25,0.0149470324,0.0334225806,30796170.54446882,False
2007 WK3,9,2454426.13677315,2007-Nov-21 15:17,0.0342038354157265,0.0340817611541958,0.0343259073106712,7.57010445859926,7.55980697381912,00:01,26.2,0.0152951935,0.0342010925,5116820.921670598,False
2007 WA,13,2454427.261505886,2007-Nov-22 18:17,0.0239453517262216,0.0238666600368202,0.0240240393040596,5.30273187953838,5.28170604067342,< 00:01,24.7,0.0305179233,0.0682401509,59845550.65419792,False
2007 VB191,10,2454428.413941341,2007-Nov-23 21:56,0.0224002700993722,0.0222839400579109,0.0225165979574594,11.4866386415794,11.4762785871503,< 00:01,25.1,0.0253837029,0.0567596853,259798910.21070507,False
2017 WO16,3,2454429.468268367,2007-Nov-24 23:14,0.0471436923361766,0.0450938307004718,0.0492107613424291,6.05402456838395,6.04468170872558,01:38,25.04,0.0260948603,0.0583498816,23447935.571732245,False
2007 VD12,48,2454430.562813544,2007-Nov-26 01:30,0.0159472400117745,0.0159471892291013,0.0159472907944577,16.1762794838895,16.1659474243021,< 00:01,19.89,0.2796114661,0.6252302454,66370304.82347469,True
2014 WF201,15,2454430.608883076,2007-Nov-26 02:37,0.0423209630016915,0.0423199539393077,0.0423219720876822,5.62578775906972,5.61458548797246,< 00:01,25.59,0.0202560601,0.0452939273,25217132.775440566,False
2007 VE191,15,2454432.669348747,2007-Nov-28 04:04,0.0127921889582149,0.0127579212046562,0.0128264564282456,16.4142428651948,16.4015483942451,< 00:01,23.6,0.0506471459,0.1132504611,41675059.40171293,False
2007 YF,25,2454432.964069048,2007-Nov-28 11:08,0.0298380564131687,0.0298376141289982,0.0298384986972781,4.63137681083494,4.61205541220995,< 00:01,24.85,0.0284809831,0.0636854144,32344733.79336104,False
2007 YY59,7,2454433.268132243,2007-Nov-28 18:26,0.0354940823374102,0.0350654407050393,0.035923159920781,7.11979852276086,7.10924710962648,05:20,24.1,0.040230458,0.0899580388,5309839.109684701,False
2015 KU154,10,2454435.110022749,2007-Nov-30 14:38,0.0491167823016499,0.0460466958828593,0.115584413104564,6.94926437143633,6.94145371118334,4_06:20,25.0,0.02658,0.0594346868,54098304.90550358,False
2007 XZ9,12,2454435.61513091,2007-Dec-01 02:46,0.0207453806361689,0.0206081036256744,0.0208826552326552,13.8721618484527,13.8629001251067,< 00:01,24.8,0.0291443905,0.0651688382,3103464.750099322,False
2007 XO,8,2454441.716789037,2007-Dec-07 05:12,0.0291950890095147,7.96355316301525e-06,0.0666047851779482,24.1640778733273,24.1603007055957,05:01,24.474,0.0338653039,0.0757251215,4367523.12886043,False
2007 XW23,8,2454441.820764664,2007-Dec-07 07:42,0.0316993793651765,0.03063088317356,0.0327685955411574,10.4362692069599,10.4282120095873,01:23,25.8,0.0183888672,0.0411187571,68920970.91673562,False
2022 XT,4,2454442.137679158,2007-Dec-07 15:18,0.001121106956924,0.0002130665334866,0.0302392972761813,14.0913691219426,13.9216875003923,1_04:10,25.82,0.0182202771,0.0407417781,284352.295263499,False
2007 VD184,13,2454443.786601353,2007-Dec-09 06:53,0.020124102537195,0.020084738898673,0.0201634653342039,7.0319200288686,7.01306598470917,00:02,23.2,0.0608912622,0.1361570015,3010522.869661675,False
2007 XN16,10,2454444.233983361,2007-Dec-09 17:37,0.0125378333182209,0.0124700922842222,0.0126055704060424,8.8923205293884,8.86838960171004,< 00:01,25.5,0.0211132445,0.0472106499,218505141.56658927,False
2007 XV23,10,2454445.767157153,2007-Dec-11 06:25,0.024248553506132,0.0241153604484132,0.0243817425383798,8.94540674248518,8.93311467554848,< 00:01,25.1,0.0253837029,0.0567596853,60051809.869364016,False
2007 XB23,8,2454447.668773702,2007-Dec-13 04:03,0.0006654744054322,0.000653023561594,0.0006779460183511,5.37561199982844,4.57049727571808,00:27,27.1,0.0101054342,0.0225964377,17322977.446491174,False
2023 GL,10,2454448.18967789,2007-Dec-13 16:33,0.0353070230499221,0.0254855540005742,0.0537534734010657,4.50720778453069,4.49043316832372,7_13:26,25.42,0.0219055911,0.0489823908,27841007.95233807,False
2020 XX3,11,2454448.698281179,2007-Dec-14 04:46,0.0264246578756388,0.0205348213884444,0.0323124495029503,5.44358625307029,5.42503135083856,20:51,28.48,0.0053524791,0.011968507,72665090.54972139,False
2007 YM,7,2454448.812766257,2007-Dec-14 07:30,0.0140320673748898,0.0055774900148644,0.0225082540606175,8.17867837526971,8.15542824958238,02:42,26.06,0.0163137941,0.0364787526,2099167.394736438,False
2007 YN1,12,2454449.525003389,2007-Dec-15 00:36,0.0026314792979503,0.0026191522892035,0.0026438055718154,17.6657609369732,17.6083511011685,00:02,25.0,0.02658,0.0594346868,131694308.23156749,False
2007 YN56,9,2454455.322123145,2007-Dec-20 19:44,0.0421744265286916,0.0421120418610746,0.0422368111358812,11.6893808116872,11.6839748607634,00:02,23.0,0.0667659413,0.1492931834,70694890.91024005,False
2015 YK,15,2454455.759217903,2007-Dec-21 06:13,0.022543523503733,0.0208909250802871,0.0246975495133865,3.73809713632406,3.70634386577486,08:17,25.86,0.0178877195,0.0399981568,14050118.270978589,False
2016 YH,8,2454456.351509889,2007-Dec-21 20:26,0.0201354003246575,0.0162954536985498,0.0265318201325304,8.78762005763935,8.77254866446638,9_10:59,25.5,0.0211132445,0.0472106499,17455564.632452197,False
2020 XF,26,2454458.959330525,2007-Dec-24 11:01,0.0314147051997672,0.028741251168765,0.034111784002985,2.67719184587089,2.64532106972511,3_23:41,26.84,0.0113908197,0.0254706471,29540391.285828188,False
2022 YJ3,1,2454459.079399876,2007-Dec-24 13:54,0.0323238459577456,0.0322295569919696,0.0497112353850004,6.71538452504277,6.70309837238879,2_23:15,27.4,0.0088014652,0.0196806745,5847091.077159513,False
484402,81,2454459.328114189,2007-Dec-24 19:52,0.0208242107030068,0.0208241798114757,0.0208242415945379,15.5772439095619,15.5690277713647,< 00:01,19.68,,,,
2008 AX1,18,2454459.543703167,2007-Dec-25 01:03,0.0468071372053585,0.0468066766322949,0.0468075977786056,14.7570491000844,14.7531911417983,< 00:01,21.5,0.1332155667,0.2978790628,40016517.36383747,True
2007 YS56,12,2454460.145198932,2007-Dec-25 15:29,0.0028732397559837,0.0028615774183088,0.0028849001068359,9.26017151096822,9.15948088161083,00:04,25.7,0.0192555078,0.0430566244,766729.370456391,False
2007 YP56,7,2454462.201518308,2007-Dec-27 16:50,0.0013837046173544,0.0013753080859833,0.0013921003113437,21.3472536775856,21.2568580451757,00:11,25.8,0.0183888672,0.0411187571,206999.260869202,False
2022 UY3,3,2454463.596464334,2007-Dec-29 02:19,0.0432318007526162,0.0430737110074347,0.0516102140938027,8.13520161112586,8.12762206721486,1_09:09,26.86,0.011286388,0.0252371308,13531887.179001303,False
2007 YR56,10,2454464.535532504,2007-Dec-30 00:51,0.0250300115629431,0.0248152807442631,0.025244734566096,10.0150226559881,10.0043878390782,< 00:01,26.1,0.0160160338,0.0358129403,3744436.421435292,False
2020 BE11,7,2454465.260087963,2007-Dec-30 18:15,0.0167126973079031,0.0035101563019277,0.0661402873755619,12.681945823969,12.6693682949362,5_00:42,22.45,0.086011194,0.1923268766,2500183.918034751,False
2011 YE40,6,2454465.923592321,2007-Dec-31 10:10,0.039191140233829,0.0228085614184787,0.119335726856891,12.7182286606211,12.712881919867,3_11:42,25.2,0.0242412481,0.0542050786,3813631.046230417,False
2011 YD29,6,2454466.903425032,2008-Jan-01 09:41,0.0159936680859426,0.0156592864866879,0.0260561704302576,6.57272451112206,6.54732889986321,6_14:48,26.3,0.0146067964,0.0326617897,38754354.49480777,False
